Header,SubHeader,Brand,Documentation,Case,Price,Model,Condition,Year,Imgs
Franck Muller Conquistador,lady,Franck Muller,Sin documentos originales,Sin estuche original,1600 €,Conquistador,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",2013 (Año aproximado),"['https://img.chrono24.com/images/uhren/34025954-ixgs7v53kfynyvi6osc264ll-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-bdwowmxy9ksypv4y3rklibvf-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-vkf3ct1lq2u1amdvoo8qe42h-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-8x61sec1ls4xah7oexqxe4j0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-hopc2jxzyh08fr7swer97rdw-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-gskrt6p9hkmizptcu3tlo196-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-h602driet8qu0nftpqpxqdbd-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-28xos9dpydmnexk5fz94e64b-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-jgs8l7vjlietyoag5dnzc6m9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-qpb2spxu3ajy0j7708k484mh-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-tzyq10blocgkrnys4s9siqny-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-bubio2nci0cjuj7cvv26y5p1-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-3j1cvcdpix9i5lrn5sslc69b-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-nxo9dcxgx5ezsygdtsj8kesw-Zoom.jpg', 'https://img.chrono24.com/images/uhren/34025954-s6a1mhk2mehn0ctscofzpopq-Zoom.jpg']"
Franck Muller Conquistador Cortez,Chronograph Conquistador Black Franck Muller Conquistador Cortez,Franck Muller,Con documentos originales,Con estuche original,4750 € [Sujeto a negociación],Conquistador Cortez,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2016,"['https://img.chrono24.com/images/uhren/5y2fey1nxe6q-ntoyjvvz64pcb447ji1jipuf-Zoom.jpg', 'https://img.chrono24.com/images/uhren/rdowkj4grf69-ci816kcfiqvc7nj8zhz2xle5-Zoom.jpg', 'https://img.chrono24.com/images/uhren/j9gncprnd5zu-c0ai4soztukzdfs6b7e9zgrm-Zoom.jpg', 'https://img.chrono24.com/images/uhren/cmoej23szv6v-fobd7hjddjh1ykpqczrat0aa-Zoom.jpg', 'https://img.chrono24.com/images/uhren/kpq34ua1pc0w-h1a4y6bc0ozbfsr7kirtdyyp-Zoom.jpg', 'https://img.chrono24.com/images/uhren/kdh7i4y68h2z-idktqovyqhqbdjza4dejnfrk-Zoom.jpg', 'https://img.chrono24.com/images/uhren/o7jxccej6vf0-ee8dllazcv93deqwb2b83e1j-Zoom.jpg', 'https://img.chrono24.com/images/uhren/yqdflqzx6v43-q60zsahyz1y90zdvsc9qpcbw-Zoom.jpg']"
Franck Muller Cintrée Curvex,Silver Dial,Franck Muller,Sin documentos originales,Sin estuche original,1750 €,Cintrée Curvex,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",No conocido,"['https://img.chrono24.com/images/uhren/39652210-l4u032rinfwm4ec4vrskcire-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-kssl0zemv94h15zwaskg623c-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-1qsjfu1hu7ikm9d38jdusayt-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-b087oysm6ilyvx5w8wpgunlp-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-j4xg1xrrjp9ab4jw8hy1xqxt-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-8nkb7899xt3nkg9koj9pwghg-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-bji3eyzad2awgdduf764x4r3-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-kgd6ld5yq5mcly50zvgfcg50-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-6zjhybhm2r00x1yjzrl39tyf-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-xoi1a44vsk5qypuakfd3jdd2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-4ztenpqu258pd2vi1sfzms0i-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-6au4pv96e278vjj2keoyp1va-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39652210-y65zel9bujy2ufneq0odsv7q-Zoom.jpg']"
Franck Muller Vanguard,Black titanium,Franck Muller,Sin documentos originales,Con estuche original,6200 € [Sujeto a negociación],Vanguard,"Como nuevo y sin estrenar El artículo no presenta señales de uso, como arañazos o abolladuras, y está sin estrenar. El artículo no ha sido pulido.",2018 (Año aproximado),"['https://img.chrono24.com/images/uhren/39121828-18rr11dikkbm2cdfxz4gmlh9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-qst82gd8nph5xgxq8eqesg0q-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-fcygtmswyab5fhotjor0lzus-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-n3jye9kqans1mgxlheoatt5q-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-jcvp13j49cg25hhho45mwaeg-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-20gob0acpnttvmsugm9pfnh0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-20gob0acpnttvmsugm9pfnh0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-2jst08foutfah6qcs36ld120-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-22zuudxi7gsq4xbf57qugde0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-nrg0arnl4ild1c607b55seln-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-j6iohey98zz3eox8g13h4qeq-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39121828-mwjo2g6zgv61a6htpnt2j4ab-Zoom.jpg']"
Franck Muller Vanguard,Loes Van Delft limited edition,Franck Muller,Con documentos originales,Con estuche original,14 750 €,Vanguard,"Como nuevo y sin estrenar El artículo no presenta señales de uso, como arañazos o abolladuras, y está sin estrenar. El artículo no ha sido pulido.",2024,"['https://img.chrono24.com/images/uhren/36445990-zpr7i92tsa4gt9mky2tp59vf-Zoom.jpg', 'https://img.chrono24.com/images/uhren/36445990-4fl5l4fwq6bp5k41s97v74xd-Zoom.jpg', 'https://img.chrono24.com/images/uhren/36445990-e67tq7wgevfrz05d3x4ik52l-Zoom.jpg', 'https://img.chrono24.com/images/uhren/36445990-ucscqajntrslh2a81zj09uen-Zoom.jpg', 'https://img.chrono24.com/images/uhren/36445990-fefhylvu2mdllrnj19rgtzxv-Zoom.jpg']"
Franck Muller Mariner,Reloj Edición Limitada desafion Español 2007 unidad n*135,Franck Muller,Sin documentos originales,Con estuche original,10 999 € [Sujeto a negociación],Mariner,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",2007,"['https://img.chrono24.com/images/uhren/d1rvppe0ku9p-apnmr3u0kf1go43b8pxfnzsg-Zoom.jpg', 'https://img.chrono24.com/images/uhren/yh1x7hh9zwmx-9b0ejfkzstltd89lz0jcgtd9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/0vf9ryh0v7uu-dd2t54qpyci65le78aek5bca-Zoom.jpg', 'https://img.chrono24.com/images/uhren/x4ic2n80p65w-r14l4kxkdh5x364iye1meeef-Zoom.jpg', 'https://img.chrono24.com/images/uhren/e05fs0o0ap1m-z65p9w17gui28a7qxybw6jav-Zoom.jpg', 'https://img.chrono24.com/images/uhren/7scwowfrrwyz-n5wntb0jbdwr750aeq1fiiv7-Zoom.jpg', 'https://img.chrono24.com/images/uhren/j2as2rd1pi23-ldq8v9u279lov3mtgpweypvp-Zoom.jpg', 'https://img.chrono24.com/images/uhren/n5ejgzbuhxl8-29vim9co54hn5vxr0tix577h-Zoom.jpg', 'https://img.chrono24.com/images/uhren/f8tazamiityz-3ivnidr96vrwraeg8acj1z94-Zoom.jpg', 'https://img.chrono24.com/images/uhren/i04f15yrmnxv-wwj8pgu4zk37xdm8v7pmuaea-Zoom.jpg', 'https://img.chrono24.com/images/uhren/18b33f9gi9lf-pgdg956uce1aks4hozjkpyq9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/221ntc1s3hs8-b0onk9vm1l13qkmi7j4xpbd5-Zoom.jpg', 'https://img.chrono24.com/images/uhren/trcudvsthgj6-kq02gjvvtpmzuey8yldx9nnq-Zoom.jpg']"
Bell & Ross BR V2,V2-92 Black Correa de caucho con hebilla extra sin caja ni documentos,Bell & Ross,Sin documentos originales,Sin estuche original,1550 € [Sujeto a negociación],BR V2,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",No conocido,"['https://img.chrono24.com/images/uhren/umll5xl907yo-o1et4w7zo1va6nrnlrxje1ip-Zoom.jpg', 'https://img.chrono24.com/images/uhren/h3m1kr6xx8sx-7kznb1aco1akhoeyzqo28sec-Zoom.jpg', 'https://img.chrono24.com/images/uhren/davn0lanplv9-0kcsds2eeaslsxal7skbw6au-Zoom.jpg', 'https://img.chrono24.com/images/uhren/yfdwbjoqgphw-u967gtplb5hvxs93yev18rg0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/rtop6wjgp01i-q4mqxf5dju0dd1o0iegko2e1-Zoom.jpg', 'https://img.chrono24.com/images/uhren/akxqwnoveyoh-egehorq5war5ap28daldsm0b-Zoom.jpg', 'https://img.chrono24.com/images/uhren/4mxh0va4f1o5-veyhb80jtb2fa9ryyg2xjpw4-Zoom.jpg', 'https://img.chrono24.com/images/uhren/calmb58vaaev-byvrx6qq1ooblfs5t5sw01g6-Zoom.jpg', 'https://img.chrono24.com/images/uhren/46s45x95pj5o-bzn34odh1un90o06c3lpzmlc-Zoom.jpg']"
Bell & Ross BR 02,caja original perfecto estado de uso revisaso,Bell & Ross,Con documentos originales,Con estuche original,2400 € [Sujeto a negociación],BR 02,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",No conocido,"['https://img.chrono24.com/images/uhren/4xe5bf3zhqyi-0w5h50nvehu9wvkrxkxf2yau-Zoom.jpg', 'https://img.chrono24.com/images/uhren/j9jbk0n7mi79-m6h977wnukd43es0o85n42nk-Zoom.jpg', 'https://img.chrono24.com/images/uhren/ee3ph9kkwv7t-1t1l6jh51eekbygpzqzs5jhu-Zoom.jpg', 'https://img.chrono24.com/images/uhren/lyx8f5076j9k-wsrkyvtmz3czcs9kqjvk6bbl-Zoom.jpg', 'https://img.chrono24.com/images/uhren/yh0iz4zokdm2-tbogib77ha7jed7dxb2jpibn-Zoom.jpg', 'https://img.chrono24.com/images/uhren/2zhmsocyyhag-inkio9vx61tk8qkw6gd4kt4h-Zoom.jpg', 'https://img.chrono24.com/images/uhren/a9sqt0oo0vfe-iv8l6u4ih3vw01cvqji9yp7d-Zoom.jpg', 'https://img.chrono24.com/images/uhren/cj0udkuqhz14-egaz66kk5ejzoqzui5s26mo7-Zoom.jpg']"
Bell & Ross BR 03,Bell＆Ross BR03-92 Phantom BR03-92PHANTOM,Bell & Ross,Con documentos originales,Con estuche original,310 436 ¥ (= 1994 €),BR 03,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2009 (Año aproximado),"['', '', '', '', '', '', '']"
Bell & Ross BR 01-92,Orange Limited edition 250uds. Set complete,Bell & Ross,Con documentos originales,Con estuche original,3450 € [Sujeto a negociación],BR 01-92,"Como nuevo y sin estrenar El artículo no presenta señales de uso, como arañazos o abolladuras, y está sin estrenar. El artículo no ha sido pulido.",2007 (Año aproximado),"['https://img.chrono24.com/images/uhren/i8tdq4nolbkd-62puf28e01ys9ixtpqel497m-Zoom.jpg', 'https://img.chrono24.com/images/uhren/5s5qt3gkda5q-zjo59ve55vhyi72e0t4kwlw3-Zoom.jpg', 'https://img.chrono24.com/images/uhren/4m89fmcshgyd-bugljr2jnf9bwarvgwa0wvlv-Zoom.jpg', 'https://img.chrono24.com/images/uhren/2o32zf8qasjv-5e5tl7tj5z2u9ef7cpdwh2e3-Zoom.jpg', 'https://img.chrono24.com/images/uhren/sicbo0zgge4h-zdzonu7f8vrw56k8dsmqegp2-Zoom.jpg', 'https://img.chrono24.com/images/uhren/31cnpyzjob0d-svdv6z47ryzenrxow69v9x6p-Zoom.jpg', 'https://img.chrono24.com/images/uhren/eagarv2wwdix-qogvhpjk3fzw804niaqf6ja5-Zoom.jpg', 'https://img.chrono24.com/images/uhren/frie94chbltp-olloy7j1iy2txnh3bwmvjxps-Zoom.jpg', 'https://img.chrono24.com/images/uhren/25drp2tby6am-a3ueul6fq6zgjnbn9x5gm930-Zoom.jpg']"
Bell & Ross Vintage,110S,Bell & Ross,Sin documentos originales,Sin estuche original,1600 €,Vintage,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",No conocido,"['https://img.chrono24.com/images/uhren/39761550-9jx1vdr7yhqxot3ddjzgjmxc-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39761550-910avb1lql30ld3su3703b2v-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39761550-sephyzq8a4g5yf4brf3o6oo6-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39761550-x7895a83dz27n0n02w115ehr-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39761550-kznemlfnvah0of3gbmdzjvwb-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39761550-04vpbhdwo9eerjfv6pt3f59p-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39761550-f8timf0fghbetyzevnl4wlwq-Zoom.jpg']"
Bell & Ross BR 03-94 Chronographe,x ALAIN SILBERSTEIN BR 03-94 KRONO 22 limited edition Edizione limitata 100 esemplari nuovo,Bell & Ross,Con documentos originales,Con estuche original,5700 € [Sujeto a negociación],BR 03-94 Chronographe,"Como nuevo y sin estrenar El artículo no presenta señales de uso, como arañazos o abolladuras, y está sin estrenar. El artículo no ha sido pulido.",2023,"['https://img.chrono24.com/images/uhren/36292464-hzgu0bk74b4wom1uag5wnat5-Zoom.jpg', 'https://img.chrono24.com/images/uhren/740yisd2yx9n-cskdngnzcg2d3v86qi180jx9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/36292464-waj34ld96wxbyecghhlc6ekv-Zoom.jpg', 'https://img.chrono24.com/images/uhren/36292464-qmox8ibe48398eskhqelfxa1-Zoom.jpg', 'https://img.chrono24.com/images/uhren/36292464-pcdcoit7nvt1uxz7eel340kf-Zoom.jpg', 'https://img.chrono24.com/images/uhren/enpldzj9lhg5-x920hceocjn5ihz5gg2rwa5e-Zoom.jpg', 'https://img.chrono24.com/images/uhren/t4rey2uu7hh8-u35h1i7h91du4sekwrkqrzxs-Zoom.jpg']"
Bell & Ross BR 01-94 Chronographe,Pro Bell&Ross BR-01-94 Chrono Titanio,Bell & Ross,Con documentos originales,Con estuche original,3900 € [Sujeto a negociación],BR 01-94 Chronographe,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2012 (Año aproximado),"['https://img.chrono24.com/images/uhren/a3glmosugsmv-dtwddomkvd09cgv5peo521cy-Zoom.jpg', 'https://img.chrono24.com/images/uhren/tqbhvrjy1se2-vlhl6u35r5dlxlglst53lpgf-Zoom.jpg', 'https://img.chrono24.com/images/uhren/pempt82hd5ep-ew4dzhimt4jwywu0lso3eihr-Zoom.jpg', 'https://img.chrono24.com/images/uhren/rk9m13hepu56-g8jc1llxewmzt6ekndm9dzl4-Zoom.jpg', 'https://img.chrono24.com/images/uhren/33tny0y4r3qn-l0xfoaneydvunwk231cykpuh-Zoom.jpg', 'https://img.chrono24.com/images/uhren/s40h9bf0wqgn-t481jj5pgyyca3zzy5s3a52y-Zoom.jpg', 'https://img.chrono24.com/images/uhren/lje3nl0sgu9t-f529km2sbcnox1zh8p1iuc8v-Zoom.jpg', 'https://img.chrono24.com/images/uhren/vsltd1ijvqiq-5w0tal1h030d0j80yng65rmu-Zoom.jpg', 'https://img.chrono24.com/images/uhren/9071bckfjugi-dz4a2lgjm77xhqmmmwoj1rd7-Zoom.jpg', 'https://img.chrono24.com/images/uhren/74a6z9u7tmg2-5s22e10q1h75pxfooqr5qd7v-Zoom.jpg', 'https://img.chrono24.com/images/uhren/o4omwv6lov1r-r8p6apk581krubnsmnwqcu4d-Zoom.jpg', 'https://img.chrono24.com/images/uhren/znubnfcjklh8-byvsmviu61rd0kp00igl3nf1-Zoom.jpg']"
Bell & Ross BR 03-94 Chronographe,R.S.18 Limited Edition BR0394RS18,Bell & Ross,Con documentos originales,Con estuche original,4200 € [Sujeto a negociación],BR 03-94 Chronographe,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2018,"['https://img.chrono24.com/images/uhren/35199372-wbhmchloav3jz7ef7nxncsl9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35199372-uuyj98s9ks2e1ak9ebc3otrg-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35199372-gegcw0ovnd1p39j50q6s90z6-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35199372-76e8tgl9u7hr0r8swlubq0wz-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35199372-wsew5ahx69t5mlrg35i4xp36-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35199372-eg0cmdcdzwmoy8cyfusakf0y-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35199372-eas3uahn430rt6clqammgr44-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35199372-hxmtsppehd7nz1m6co4c6038-Zoom.jpg']"
Bell & Ross,300s space 3,Bell & Ross,Sin documentos originales,Sin estuche original,1950 € [Sujeto a negociación],,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",2000 (Año aproximado),"['https://img.chrono24.com/images/uhren/38215279-ewa4nqxzf02linjz8649jmmu-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38215279-u395i13utf7p78ooaewsghxv-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38215279-cqt3by76s3yrq2xyp4chis3g-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38215279-qtoaairog7zh6zn0qlqqhwxl-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38215279-6lb57f8ss988xwoc3cl1dar4-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38215279-d4g8wmydbkxwomgklg0nv16x-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38215279-5ke593ju3ele4913aqjr5752-Zoom.jpg', 'https://img.chrono24.com/images/uhren/38215279-vssvfxzxz8nl0fx9nsb2dszb-Zoom.jpg']"
Bell & Ross BR 03-92 Steel,Golden Heritage,Bell & Ross,Con documentos originales,Con estuche original,2500 € [Sujeto a negociación],BR 03-92 Steel,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2014,"['https://img.chrono24.com/images/uhren/8vwu06ywnerf-9l80ra2oplzzagiy3acq7i26-Zoom.jpg', 'https://img.chrono24.com/images/uhren/h8134r0m2mpd-uyemb49v9t17puisc5lb3stw-Zoom.jpg', 'https://img.chrono24.com/images/uhren/l7cx4twe5sgx-qpx1309b9m8su1dw04kvvrc9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/p3itsdo2clau-mbt2n9wbspx50d5fl96wys5x-Zoom.jpg', 'https://img.chrono24.com/images/uhren/ss4q9ymgv4ny-5unorxif85z9b99jr5uf9j0s-Zoom.jpg', 'https://img.chrono24.com/images/uhren/zktqkd0pyxic-zd18gcj97mwi4k72gat89h9v-Zoom.jpg', 'https://img.chrono24.com/images/uhren/d3s2fdylzm7k-lrrd42tv2kzodd5c9ir322m5-Zoom.jpg', 'https://img.chrono24.com/images/uhren/fycrsudshw8l-qb35jtqzxfzg873t5hyepvb0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/uihg9nwwi9d9-7v7pjk11wuedm28w1zolqxe9-Zoom.jpg', 'https://img.chrono24.com/images/uhren/8pw6kxoez5ie-uuowkh7t709fzathh41mpfb0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/u247qi56a6yp-9nnaeim483jb9mavobrqkx6i-Zoom.jpg']"
Bell & Ross BR 01-97 Réserve de Marche,Aviation Power Reserve,Bell & Ross,Con documentos originales,Sin estuche original,9800 €,BR 01-97 Réserve de Marche,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2007,"['https://img.chrono24.com/images/uhren/35929614-r66zwrgtz9usaax88ad3bvrx-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35929614-9rk824w0yxwj86rent2h5y9e-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35929614-8fid8pro8164prfg5cmscdoq-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35929614-5j3cdtw2xw8ubcjt5157fkax-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35929614-wj71iv6cq070s1yw7gxixnxy-Zoom.jpg', 'https://img.chrono24.com/images/uhren/35929614-kfu5hdr3jv4qol8dtcrhaup1-Zoom.jpg']"
Bell & Ross BR 03,BR03-92-S Dubai limited edition,Bell & Ross,Con documentos originales,Con estuche original,6200 € [Sujeto a negociación],BR 03,"Como nuevo y sin estrenar El artículo no presenta señales de uso, como arañazos o abolladuras, y está sin estrenar. El artículo no ha sido pulido.",2019 (Año aproximado),"['https://img.chrono24.com/images/uhren/33492925-u780dkwrb493mtqe7y1ox9rc-Zoom.jpg', 'https://img.chrono24.com/images/uhren/33492925-gqby25f45arpws2ooiggcdjy-Zoom.jpg', 'https://img.chrono24.com/images/uhren/33492925-3zlddy8zicqr4awo87xlj2cm-Zoom.jpg', 'https://img.chrono24.com/images/uhren/33492925-bli2uth6bv0yrqci6yjcd35k-Zoom.jpg', 'https://img.chrono24.com/images/uhren/33492925-ybe1kcm0nq6dmacxu8ibbt7u-Zoom.jpg', 'https://img.chrono24.com/images/uhren/33492925-4rr3newikcc53kg2u3zzt0kc-Zoom.jpg', 'https://img.chrono24.com/images/uhren/33492925-nfqbjk5ych7kgj6mwe1z0jki-Zoom.jpg', 'https://img.chrono24.com/images/uhren/33492925-g8ofom9p4gwi040ij7g64pjb-Zoom.jpg', 'https://img.chrono24.com/images/uhren/33492925-uce0cfcnuvegb7hcgdtbsfzy-Zoom.jpg']"
Bell & Ross BR 03,93 Gmt 42mm Ref.BR0393-BL-ST/SCA Warranty dated April 2021,Bell & Ross,Con documentos originales,Con estuche original,388 000 ¥ (= 2492 €) [Sujeto a negociación],BR 03,"Usado (Bueno) El artículo presenta señales visibles y perceptibles de uso, como arañazos, rozaduras o pequeñas abolladuras.",2021,"['https://img.chrono24.com/images/uhren/39815519-2lsbln4p649msojzd38xy2mn-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39815519-ote8umnvf0y3a5zrsxqhc34d-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39815519-v7vd39rcszf23uocbsjerh0b-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39815519-53rnkqkv1vouey833fljskvn-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39815519-ewjgs00dc3dasqibsgky2w3j-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39815519-ebmgmnx2q2y8vp9zqfx04bnn-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39815519-7ywmu6d61p3m3x90rzen0eb3-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39815519-pmg0gj510dffyo3ell9swn7c-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39815519-kuu6wzdqxzh53a9ii9v2z3vg-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39815519-32i1dlolu2ctt86hqs7o1wbk-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39815519-x4dz9vp7508zdk46arx4wggy-Zoom.jpg']"
Bell & Ross,BR-X5 Black Titanium,Bell & Ross,Con documentos originales,Con estuche original,7326 €,,Nuevo El artículo es nuevo y no presenta señales de uso. El periodo de garantía comienza a partir de la compra del reloj.,2025,['']
Bell & Ross BR 03,03-92 Diver Red Limited,Bell & Ross,Con documentos originales,Con estuche original,3300 $ (= 3062 €),BR 03,"Usado (Muy bueno) El artículo presenta ligeras señales de uso, como unos leves arañazos, pero no son perceptibles.",2021,"['https://img.chrono24.com/images/uhren/39797994-2fun58w20hyzjnlnkxk8hm83-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39797994-qs5zyvwms9tfyb3zw4d6sp2x-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39797994-fk7pobsfvaqbde0olq3gb8p0-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39797994-ft7wcs79yosormt80ls86e1i-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39797994-75lr3b0byj1a7hkta00qqlmv-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39797994-jmb0vw6e2y4123hzoozui9aq-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39797994-md2lipxtpdz0jypftspmvxd8-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39797994-7s8zzset0b9q5ytv9j4oiay5-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39797994-pqcu74db6syqj9r89qe3432n-Zoom.jpg', 'https://img.chrono24.com/images/uhren/39797994-p9q3hv3spatrmirc5jfdphjw-Zoom.jpg']"
